year,LAU_CODE,type.of.building,avg_floor_m2
2015,761,house,121.8
2016,761,house,121.8
2017,761,house,121.7
2018,761,house,121.6
2013,761,flat,63.5
2014,761,flat,63.4
2015,761,flat,63.3
2016,761,flat,63.2
2017,761,flat,63.1
2018,761,flat,63
2013,761,other,78.6
2014,761,other,78.6
2015,761,other,78.4
2016,761,other,78.4
2017,761,other,78.4
2018,761,other,78
2013,763,house,123.7
2014,763,house,123.6
2015,763,house,123.7
2016,763,house,123.5
2017,763,house,123.2
2018,763,house,123.2
2013,763,flat,62.9
2014,763,flat,62.9
2015,763,flat,63
2016,763,flat,62.9
2017,763,flat,62.9
2018,763,flat,62.7
2013,763,other,85.9
2014,763,other,86
2015,763,other,85.4
2016,763,other,85.4
2017,763,other,84.9
2018,763,other,84.6
2013,764,house,126.7
2014,764,house,126.8
2015,764,house,126.7
2016,764,house,126.8
2017,764,house,126.8
2018,764,house,126.7
2013,764,flat,63.4
2014,764,flat,63.4
2015,764,flat,63.3
2016,764,flat,63.4
2017,764,flat,63.4
2018,764,flat,63.5
2013,764,other,68.2
2014,764,other,68.2
2015,764,other,68.6
2016,764,other,70.9
2017,764,other,70.7
2018,764,other,70.7
2013,765,house,121.4
2014,765,house,121.3
2015,765,house,121.4
2016,765,house,121.4
2017,765,house,121.5
2018,765,house,121.5
2013,765,flat,64.6
2014,765,flat,65
2015,765,flat,65.2
2016,765,flat,65.1
2017,765,flat,65.2
2018,765,flat,65.4
2013,765,other,70.4
2014,765,other,69.8
2015,765,other,70.4
2016,765,other,68.8
2017,765,other,68.9
2018,765,other,68.9
2013,767,house,120.5
2014,767,house,120.6
2015,767,house,120.5
2016,767,house,120.3
2017,767,house,120
2018,767,house,120
2013,767,flat,64.8
2014,767,flat,64.8
2015,767,flat,64.8
2016,767,flat,64.8
2017,767,flat,65.1
2018,767,flat,64.7
2013,767,other,88.4
2014,767,other,88.5
2015,767,other,88.4
2016,767,other,88.4
2017,767,other,89.3
2018,767,other,84.9
2013,780,house,129.9
2014,780,house,129.7
2015,780,house,129.7
2016,780,house,129.6
2017,780,house,129.3
2018,780,house,129.2
2013,780,flat,70.6
2014,780,flat,70.7
2015,780,flat,70.6
2016,780,flat,70.7
2017,780,flat,70.6
2018,780,flat,70.6
2013,780,other,74.9
2014,780,other,73.7
2015,780,other,73.1
2016,780,other,72.7
2017,780,other,72.5
2018,780,other,67.4
2013,781,house,124.2
2014,781,house,124.1
2015,781,house,124.1
2016,781,house,124.1
2017,781,house,124.4
2018,781,house,124.1
2013,781,flat,65.5
2014,781,flat,65.4
2015,781,flat,65.3
2016,781,flat,65.3
2017,781,flat,65.1
2018,781,flat,65.1
2013,781,other,84
2014,781,other,84.6
2015,781,other,84.5
2016,781,other,84.7
2017,781,other,84.5
2018,781,other,84.5
2013,821,house,113.7
2014,821,house,113.5
2015,821,house,113.3
2016,821,house,113.4
2017,821,house,113.2
2018,821,house,112.6
2013,821,flat,63.6
2014,821,flat,63.5
2015,821,flat,63.4
2016,821,flat,63.3
2017,821,flat,63.3
2018,821,flat,63.5
2013,821,other,92.4
2014,821,other,95.9
2015,821,other,98.2
2016,821,other,98.2
2017,821,other,98.2
2018,821,other,98.9
2013,834,house,117.7
2014,834,house,117.2
2015,834,house,117.4
2016,834,house,117
2017,834,house,116.8
2018,834,house,116.7
2013,834,flat,59.9
2014,834,flat,59.8
2015,834,flat,60.4
2016,834,flat,60.4
2017,834,flat,60.3
2018,834,flat,60.5
2013,834,other,90
2014,834,other,92.8
2015,834,other,93.7
2016,834,other,89.9
2017,834,other,89.9
2018,834,other,89.9
2013,840,house,117.8
2014,840,house,117.7
2015,840,house,117.6
2016,840,house,117.6
2017,840,house,117.2
2018,840,house,117.3
2013,840,flat,67
2014,840,flat,67
2015,840,flat,67.7
2016,840,flat,67.7
2017,840,flat,67.7
2018,840,flat,67.6
2013,840,other,79.6
2014,840,other,78.5
2015,840,other,80.2
2016,840,other,80.2
2017,840,other,81.1
2018,840,other,80.9
2013,860,house,117.2
2014,860,house,117.2
2015,860,house,117.2
2016,860,house,117.2
2017,860,house,117.2
2018,860,house,117.1
2013,860,flat,63.7
2014,860,flat,63.8
2015,860,flat,63.6
2016,860,flat,63.8
2017,860,flat,63.8
2018,860,flat,63.8
2013,860,other,87.3
2014,860,other,87.7
2015,860,other,87.5
2016,860,other,85.8
2017,860,other,85.8
2018,860,other,85.8
2013,861,house,113.5
2014,861,house,113.4
2015,861,house,112.9
2016,861,house,112.9
2017,861,house,112.7
2018,861,house,112.3
2013,861,flat,61.7
2014,861,flat,61.7
2015,861,flat,61.6
2016,861,flat,61.6
2017,861,flat,61.9
2018,861,flat,61.8
2013,861,other,92.6
2014,861,other,92.6
2015,861,other,95.8
2016,861,other,95.8
2017,861,other,86.4
2018,861,other,86.4
2013,862,house,125.1
2014,862,house,125.3
2015,862,house,125.3
2016,862,house,125
2017,862,house,125.1
2018,862,house,124.9
2013,862,flat,63.1
2014,862,flat,63.1
2015,862,flat,63.2
2016,862,flat,63.2
2017,862,flat,63.1
2018,862,flat,63.1
2013,862,other,76.6
2014,862,other,78.9
2015,862,other,78.9
2016,862,other,78.8
2017,862,other,78.8
2018,862,other,78.8
2013,880,house,120.5
2014,880,house,120.4
2015,880,house,120.5
2016,880,house,120.5
2017,880,house,120.4
2018,880,house,120.3
2013,880,flat,68.1
2014,880,flat,68.2
2015,880,flat,68.3
2016,880,flat,68.1
2017,880,flat,68.2
2018,880,flat,67.6
2013,880,other,72.3
2014,880,other,72.2
2015,880,other,71.4
2016,880,other,70.7
2017,880,other,69.8
2018,880,other,69.8
2013,881,house,121.9
2014,881,house,121.5
2015,881,house,121.6
2016,881,house,121.6
2017,881,house,121.6
2018,881,house,121.5
2013,881,flat,65.7
2014,881,flat,65.7
2015,881,flat,65.7
2016,881,flat,65.7
2017,881,flat,65.7
2018,881,flat,65.6
2013,881,other,73.8
2014,881,other,72.1
2015,881,other,72.1
2016,881,other,70.8
2017,881,other,70.8
2018,881,other,68.9
2013,882,house,121.9
2014,882,house,122
2015,882,house,121.9
2016,882,house,121.7
2017,882,house,121.7
2018,882,house,121.6
2013,882,flat,66.1
2014,882,flat,66.2
2015,882,flat,66.3
2016,882,flat,66.3
2017,882,flat,66.2
2018,882,flat,66
2013,882,other,72.6
2014,882,other,73.2
2015,882,other,73
2016,882,other,72.6
2017,882,other,73.5
2018,882,other,73.5
2013,883,house,115.8
2014,883,house,115.6
2015,883,house,115.6
2016,883,house,115.7
2017,883,house,115.7
2018,883,house,115.7
2013,883,flat,67.2
2014,883,flat,67.2
2015,883,flat,67.3
2016,883,flat,67.4
2017,883,flat,67.5
2018,883,flat,67.5
2013,883,other,80.9
2014,883,other,81.5
2015,883,other,81.3
2016,883,other,83.4
2017,883,other,82.8
2018,883,other,82.1
2013,884,house,121.5
2014,884,house,121.5
2015,884,house,121.6
2016,884,house,121.4
2017,884,house,121.3
2018,884,house,121.1
2013,884,flat,64
2014,884,flat,64
2015,884,flat,64
2016,884,flat,64
2017,884,flat,64
2018,884,flat,64
2013,884,other,72.3
2014,884,other,72.3
2015,884,other,72
2016,884,other,72.3
2017,884,other,72.3
2018,884,other,71.5
2013,885,house,109.4
2014,885,house,109.4
2015,885,house,109.3
2016,885,house,109.7
2017,885,house,109.6
2018,885,house,109.6
2013,885,flat,68.9
2014,885,flat,68.8
2015,885,flat,68.5
2016,885,flat,68.5
2017,885,flat,68.4
2018,885,flat,68.5
2013,885,other,77.3
2014,885,other,77.9
2015,885,other,78.2
2016,885,other,78.6
2017,885,other,78.7
2018,885,other,73.1
2013,980,house,110.1
2014,980,house,110
2015,980,house,110
2016,980,house,110.1
2017,980,house,109.7
2018,980,house,109.6
2013,980,flat,66.7
2014,980,flat,66.7
2015,980,flat,66.8
2016,980,flat,66.9
2017,980,flat,67
2018,980,flat,66.8
2013,980,other,83.2
2014,980,other,82.4
2015,980,other,78.4
2016,980,other,78
2017,980,other,77.7
2018,980,other,73.9
2013,1060,house,114.7
2014,1060,house,114.4
2015,1060,house,114.5
2016,1060,house,114.6
2017,1060,house,114.5
2018,1060,house,114.3
2013,1060,flat,61.4
2014,1060,flat,60.8
2015,1060,flat,60.9
2016,1060,flat,60.9
2017,1060,flat,60.8
2018,1060,flat,60.8
2013,1060,other,43
2014,1060,other,42.1
2015,1060,other,41.2
2016,1060,other,44.2
2017,1060,other,44.2
2018,1060,other,44.2
2013,1080,house,119.8
2014,1080,house,119.8
2015,1080,house,119.5
2016,1080,house,119.5
2017,1080,house,119.4
2018,1080,house,119.4
2013,1080,flat,65.7
2014,1080,flat,65.7
2015,1080,flat,65.7
2016,1080,flat,65.6
2017,1080,flat,65.7
2018,1080,flat,65.8
2013,1080,other,78.7
2014,1080,other,79.3
2015,1080,other,78.6
2016,1080,other,79.1
2017,1080,other,78.6
2018,1080,other,77.3
2013,1081,house,116.2
2014,1081,house,116.1
2015,1081,house,116
2016,1081,house,115.9
2017,1081,house,115.9
2018,1081,house,115.7
2013,1081,flat,63.9
2014,1081,flat,64
2015,1081,flat,64.2
2016,1081,flat,64.1
2017,1081,flat,64.1
2018,1081,flat,64.1
2013,1081,other,78.5
2014,1081,other,78.9
2015,1081,other,79.5
2016,1081,other,79.5
2017,1081,other,77.9
2018,1081,other,78
2013,1082,house,117.8
2014,1082,house,117.7
2015,1082,house,117.4
2016,1082,house,117.3
2017,1082,house,117
2018,1082,house,116.8
2013,1082,flat,64.5
2014,1082,flat,64.5
2015,1082,flat,64.4
2016,1082,flat,64.4
2017,1082,flat,64.4
2018,1082,flat,64.5
2013,1082,other,83.1
2014,1082,other,82.3
2015,1082,other,83.2
2016,1082,other,82.8
2017,1082,other,83.1
2018,1082,other,83.2
2013,1083,house,116.6
2014,1083,house,116.8
2015,1083,house,116.8
2016,1083,house,116.8
2017,1083,house,116.6
2018,1083,house,116.4
2013,1083,flat,66.1
2014,1083,flat,66.3
2015,1083,flat,66.6
2016,1083,flat,66.3
2017,1083,flat,66.3
2018,1083,flat,65.9
2013,1083,other,77.5
2014,1083,other,77.7
2015,1083,other,78
2016,1083,other,77.5
2017,1083,other,78.3
2018,1083,other,78.4
2013,1214,house,119.4
2014,1214,house,119.3
2015,1214,house,119.5
2016,1214,house,119.6
2017,1214,house,119.6
2018,1214,house,119.5
2013,1214,flat,62.9
2014,1214,flat,62.9
2015,1214,flat,63.1
2016,1214,flat,63.1
2017,1214,flat,63.2
2018,1214,flat,63.2
2013,1214,other,95.6
2014,1214,other,94.9
2015,1214,other,95.9
2016,1214,other,93.4
2017,1214,other,92.9
2018,1214,other,92.6
2013,1230,house,131
2014,1230,house,131.2
2015,1230,house,131.3
2016,1230,house,131.2
2017,1230,house,130.6
2018,1230,house,130.3
2013,1230,flat,71.8
2014,1230,flat,72
2015,1230,flat,72.2
2016,1230,flat,72.2
2017,1230,flat,72.1
2018,1230,flat,72.1
2013,1230,other,82.6
2014,1230,other,83.2
2015,1230,other,83.2
2016,1230,other,82.5
2017,1230,other,82.5
2018,1230,other,82.5
2013,1231,house,128.9
2014,1231,house,129
2015,1231,house,129
2016,1231,house,128.9
2017,1231,house,128.6
2018,1231,house,128.6
2013,1231,flat,70.1
2014,1231,flat,70.1
2015,1231,flat,70.1
2016,1231,flat,70.1
2017,1231,flat,70.1
2018,1231,flat,70.2
2013,1231,other,79.7
2014,1231,other,79.7
2015,1231,other,79.7
2016,1231,other,79.7
2017,1231,other,79.7
2018,1231,other,79.7
2013,1233,house,140.3
2014,1233,house,140.2
2015,1233,house,140.1
2016,1233,house,139.8
2017,1233,house,139.6
2018,1233,house,139.3
2013,1233,flat,75.1
2014,1233,flat,75.2
2015,1233,flat,75.5
2016,1233,flat,75.5
2017,1233,flat,75.3
2018,1233,flat,75
2013,1233,other,109.2
2014,1233,other,107.6
2015,1233,other,107.8
2016,1233,other,107.8
2017,1233,other,100.1
2018,1233,other,99.4
2013,1256,house,121.7
2014,1256,house,121.4
2015,1256,house,121.4
2016,1256,house,121.2
2017,1256,house,121.2
2018,1256,house,121.1
2013,1256,flat,64
2014,1256,flat,63.9
2015,1256,flat,63.9
2016,1256,flat,63.9
2017,1256,flat,63.8
2018,1256,flat,63.7
2013,1256,other,81
2014,1256,other,81
2015,1256,other,78.9
2016,1256,other,78.4
2017,1256,other,75.5
2018,1256,other,62.2
2013,1257,house,116.5
2014,1257,house,116.5
2015,1257,house,116.2
2016,1257,house,116.1
2017,1257,house,115.9
2018,1257,house,115.9
2013,1257,flat,66.1
2014,1257,flat,66.1
2015,1257,flat,66.1
2016,1257,flat,65.9
2017,1257,flat,65.9
2018,1257,flat,65.7
2013,1257,other,87
2014,1257,other,87.7
2015,1257,other,88.1
2016,1257,other,85.9
2017,1257,other,85
2018,1257,other,83.6
2013,1260,house,116.7
2014,1260,house,116.7
2015,1260,house,116.7
2016,1260,house,116.6
2017,1260,house,116.6
2018,1260,house,116.7
2013,1260,flat,65.8
2014,1260,flat,65.9
2015,1260,flat,65.7
2016,1260,flat,65.7
2017,1260,flat,65.7
2018,1260,flat,65.6
2013,1260,other,107.1
2014,1260,other,105.4
2015,1260,other,105.4
2016,1260,other,105.4
2017,1260,other,105.4
2018,1260,other,105.2
2013,1261,house,127.5
2014,1261,house,127.6
2015,1261,house,127.8
2016,1261,house,127.8
2017,1261,house,127.7
2018,1261,house,127.7
2013,1261,flat,64.7
2014,1261,flat,64.7
2015,1261,flat,65.1
2016,1261,flat,65.1
2017,1261,flat,65.1
2018,1261,flat,65.3
2013,1261,other,73.7
2014,1261,other,73.7
2015,1261,other,73.8
2016,1261,other,73.6
2017,1261,other,73
2018,1261,other,73
2013,1262,house,134.8
2014,1262,house,135.1
2015,1262,house,135.2
2016,1262,house,135.2
2017,1262,house,135.4
2018,1262,house,135.5
2013,1262,flat,76.9
2014,1262,flat,77.2
2015,1262,flat,77.4
2016,1262,flat,77.8
2017,1262,flat,77.9
2018,1262,flat,77.9
2013,1262,other,84.6
2014,1262,other,86.5
2015,1262,other,89.3
2016,1262,other,89.3
2017,1262,other,89.3
2018,1262,other,90.4
2013,1263,house,125.6
2014,1263,house,125.7
2015,1263,house,125.6
2016,1263,house,125.6
2017,1263,house,125.6
2018,1263,house,125.3
2013,1263,flat,66.3
2014,1263,flat,66.1
2015,1263,flat,66.1
2016,1263,flat,66.2
2017,1263,flat,65.8
2018,1263,flat,65.8
2013,1263,other,78.3
2014,1263,other,75.2
2015,1263,other,75.4
2016,1263,other,75.4
2017,1263,other,75.4
2018,1263,other,75.8
2013,1264,house,119.5
2014,1264,house,119.8
2015,1264,house,119.7
2016,1264,house,119.5
2017,1264,house,119.5
2018,1264,house,119.4
2013,1264,flat,68.4
2014,1264,flat,68.2
2015,1264,flat,67.8
2016,1264,flat,67.6
2017,1264,flat,67.6
2018,1264,flat,67.5
2013,1264,other,82.1
2014,1264,other,83.5
2015,1264,other,93.2
2016,1264,other,85.5
2017,1264,other,85.5
2018,1264,other,87.4
2013,1265,house,113.2
2014,1265,house,113.2
2015,1265,house,113.1
2016,1265,house,113
2017,1265,house,112.7
2018,1265,house,112.6
2013,1265,flat,63.3
2014,1265,flat,63.3
2015,1265,flat,63.3
2016,1265,flat,63.2
2017,1265,flat,63.2
2018,1265,flat,63.2
2013,1265,other,83.7
2014,1265,other,87.3
2015,1265,other,86.6
2016,1265,other,86.6
2017,1265,other,86.6
2018,1265,other,87.2
2013,1266,house,116.8
2014,1266,house,116.9
2015,1266,house,116.9
2016,1266,house,116.5
2017,1266,house,116.2
2018,1266,house,115.9
2013,1266,flat,65.5
2014,1266,flat,65.5
2015,1266,flat,65.4
2016,1266,flat,65.3
2017,1266,flat,65.3
2018,1266,flat,65.3
2013,1266,other,73.3
2014,1266,other,73.6
2015,1266,other,73.4
2016,1266,other,73.1
2017,1266,other,73.2
2018,1266,other,73.1
2013,1267,house,119.9
2014,1267,house,119.5
2015,1267,house,119.6
2016,1267,house,119.5
2017,1267,house,119.6
2018,1267,house,119.6
2013,1267,flat,68.3
2014,1267,flat,68.3
2015,1267,flat,68.4
2016,1267,flat,68.3
2017,1267,flat,68.2
2018,1267,flat,68
2013,1267,other,79.9
2014,1267,other,79.9
2015,1267,other,74.3
2016,1267,other,74.7
2017,1267,other,71.9
2018,1267,other,69.4
2013,1270,house,116.5
2014,1270,house,116.4
2015,1270,house,116.6
2016,1270,house,116.8
2017,1270,house,116.5
2018,1270,house,116.7
2013,1270,flat,68.4
2014,1270,flat,68.2
2015,1270,flat,68.4
2016,1270,flat,68.3
2017,1270,flat,68.3
2018,1270,flat,67.7
2013,1270,other,91.5
2014,1270,other,91.8
2015,1270,other,91.1
2016,1270,other,90.7
2017,1270,other,90.7
2018,1270,other,89.3
2013,1272,house,112.9
2014,1272,house,112.9
2015,1272,house,113
2016,1272,house,112.8
2017,1272,house,112.9
2018,1272,house,112.6
2013,1272,flat,65.6
2014,1272,flat,65.6
2015,1272,flat,65.6
2016,1272,flat,65.6
2017,1272,flat,65.5
2018,1272,flat,65.5
2013,1272,other,74.7
2014,1272,other,74.7
2015,1272,other,74.7
2016,1272,other,74.7
2017,1272,other,74.7
2018,1272,other,74.7
2013,1273,house,122
2014,1273,house,122
2015,1273,house,121.8
2016,1273,house,121.9
2017,1273,house,121.6
2018,1273,house,121.3
2013,1273,flat,64.1
2014,1273,flat,64.3
2015,1273,flat,64.3
2016,1273,flat,64.4
2017,1273,flat,64.4
2018,1273,flat,64.4
2013,1273,other,88.6
2014,1273,other,87.4
2015,1273,other,88
2016,1273,other,88
2017,1273,other,88
2018,1273,other,88
2013,1275,house,118.1
2014,1275,house,117.9
2015,1275,house,117.9
2016,1275,house,118
2017,1275,house,117.9
2018,1275,house,117.9
2013,1275,flat,65.8
2014,1275,flat,65.9
2015,1275,flat,65.8
2016,1275,flat,66.1
2017,1275,flat,66
2018,1275,flat,66
2013,1275,other,81.6
2014,1275,other,81.6
2015,1275,other,81.6
2016,1275,other,85.5
2017,1275,other,85.5
2018,1275,other,86
2013,1276,house,118.9
2014,1276,house,119
2015,1276,house,119
2016,1276,house,118.7
2017,1276,house,118.7
2018,1276,house,118.3
2013,1276,flat,65.8
2014,1276,flat,65.9
2015,1276,flat,66
2016,1276,flat,65.8
2017,1276,flat,65.8
2018,1276,flat,65.7
2013,1276,other,72.7
2014,1276,other,72.8
2015,1276,other,71.1
2016,1276,other,71.2
2017,1276,other,69.1
2018,1276,other,70.9
2013,1277,house,120.6
2014,1277,house,120.5
2015,1277,house,120.6
2016,1277,house,120.3
2017,1277,house,120.3
2018,1277,house,120.1
2013,1277,flat,66.2
2014,1277,flat,66.2
2015,1277,flat,66.2
2016,1277,flat,66.2
2017,1277,flat,66.3
2018,1277,flat,66.1
2013,1277,other,77.4
2014,1277,other,77.4
2015,1277,other,76.1
2016,1277,other,75.6
2017,1277,other,75.9
2018,1277,other,75.9
2013,1278,house,123.2
2014,1278,house,123.5
2015,1278,house,123.6
2016,1278,house,123.6
2017,1278,house,123.2
2018,1278,house,123
2013,1278,flat,63.4
2014,1278,flat,63.4
2015,1278,flat,62.5
2016,1278,flat,63
2017,1278,flat,62.8
2018,1278,flat,64
2013,1278,other,67.3
2014,1278,other,67.3
2015,1278,other,67.9
2016,1278,other,71.1
2017,1278,other,70.5
2018,1278,other,70.5
2013,1280,house,126.7
2014,1280,house,126.7
2015,1280,house,126.6
2016,1280,house,126.6
2017,1280,house,126.7
2018,1280,house,126.7
2013,1280,flat,69.2
2014,1280,flat,69.2
2015,1280,flat,69.1
2016,1280,flat,69
2017,1280,flat,68.9
2018,1280,flat,68.7
2013,1280,other,75.9
2014,1280,other,76.3
2015,1280,other,75.7
2016,1280,other,75.6
2017,1280,other,75.8
2018,1280,other,75.1
2013,1281,house,125.9
2014,1281,house,126
2015,1281,house,126
2016,1281,house,125.9
2017,1281,house,125.8
2018,1281,house,125.7
2013,1281,flat,71.5
2014,1281,flat,71.4
2015,1281,flat,71.5
2016,1281,flat,71.3
2017,1281,flat,71.1
2018,1281,flat,71
2013,1281,other,76.2
2014,1281,other,75.9
2015,1281,other,75.9
2016,1281,other,75.9
2017,1281,other,76.1
2018,1281,other,76
2013,1282,house,121.7
2014,1282,house,121.7
2015,1282,house,121.7
2016,1282,house,121.8
2017,1282,house,121.7
2018,1282,house,121.7
2013,1282,flat,69.7
2014,1282,flat,69.7
2015,1282,flat,70
2016,1282,flat,70
2017,1282,flat,69.9
2018,1282,flat,70
2013,1282,other,83.3
2014,1282,other,83.3
2015,1282,other,75.6
2016,1282,other,75.3
2017,1282,other,76.1
2018,1282,other,75.4
2013,1283,house,125.7
2014,1283,house,125.5
2015,1283,house,125.5
2016,1283,house,125.5
2017,1283,house,125.5
2018,1283,house,125.4
2013,1283,flat,70.7
2014,1283,flat,70.5
2015,1283,flat,70.4
2016,1283,flat,70.3
2017,1283,flat,69.6
2018,1283,flat,69.4
2013,1283,other,82.5
2014,1283,other,84.8
2015,1283,other,85.2
2016,1283,other,83.1
2017,1283,other,83.4
2018,1283,other,80.2
2013,1284,house,126.1
2014,1284,house,125.9
2015,1284,house,125.7
2016,1284,house,125.6
2017,1284,house,125.4
2018,1284,house,125.6
2013,1284,flat,68.2
2014,1284,flat,68.2
2015,1284,flat,68.2
2016,1284,flat,68.3
2017,1284,flat,68.6
2018,1284,flat,68.5
2013,1284,other,82.9
2014,1284,other,82.4
2015,1284,other,82.9
2016,1284,other,82.9
2017,1284,other,82.5
2018,1284,other,80.4
2013,1285,house,121.2
2014,1285,house,121.3
2015,1285,house,121.3
2016,1285,house,121.3
2017,1285,house,121.3
2018,1285,house,121.3
2013,1285,flat,68.5
2014,1285,flat,68.4
2015,1285,flat,68.1
2016,1285,flat,67.9
2017,1285,flat,67.8
2018,1285,flat,67.7
2013,1285,other,77.1
2014,1285,other,76.7
2015,1285,other,76.7
2016,1285,other,76.4
2017,1285,other,72
2018,1285,other,71.8
2013,1286,house,124.9
2014,1286,house,124
2015,1286,house,124.2
2016,1286,house,124.1
2017,1286,house,123.9
2018,1286,house,123.5
2013,1286,flat,68.9
2014,1286,flat,69
2015,1286,flat,68.8
2016,1286,flat,69
2017,1286,flat,69.1
2018,1286,flat,69.5
2013,1286,other,93.3
2014,1286,other,89.3
2015,1286,other,89
2016,1286,other,88.5
2017,1286,other,87.2
2018,1286,other,86.7
2013,1287,house,125.2
2014,1287,house,125.1
2015,1287,house,124.9
2016,1287,house,125
2017,1287,house,124.9
2018,1287,house,124.8
2013,1287,flat,68.5
2014,1287,flat,68.6
2015,1287,flat,68.3
2016,1287,flat,68.2
2017,1287,flat,68.1
2018,1287,flat,68.1
2013,1287,other,74.4
2014,1287,other,72.3
2015,1287,other,72
2016,1287,other,71
2017,1287,other,72
2018,1287,other,71.9
2013,1290,house,120.8
2014,1290,house,120.8
2015,1290,house,120.6
2016,1290,house,120.5
2017,1290,house,120.2
2018,1290,house,119.9
2013,1290,flat,68.6
2014,1290,flat,68.6
2015,1290,flat,68.7
