"nuts","sex","year","measure","value","level"
"1463","men",2013,"average_salary",26900,"laucode"
"1463","men",2014,"average_salary",27500,"laucode"
"1463","men",2015,"average_salary",28100,"laucode"
"1463","men",2016,"average_salary",28600,"laucode"
"1463","men",2017,"average_salary",29500,"laucode"
"1463","men",2018,"average_salary",30300,"laucode"
"1463","men",2019,"average_salary",30900,"laucode"
"1463","men",2020,"average_salary",31400,"laucode"
"1463","men",2021,"average_salary",32300,"laucode"
"1463","men",2022,"average_salary",33100,"laucode"
"1463","men",2023,"average_salary",33800,"laucode"
"1463","men",2024,"average_salary",35700,"laucode"
"1463","men",2007,"number_empl",630,"laucode"
"1463","men",2008,"number_empl",620,"laucode"
"1463","men",2009,"number_empl",600,"laucode"
"1463","men",2010,"number_empl",600,"laucode"
"1463","men",2011,"number_empl",540,"laucode"
"1463","men",2012,"number_empl",510,"laucode"
"1463","men",2013,"number_empl",560,"laucode"
"1463","men",2014,"number_empl",580,"laucode"
"1463","men",2015,"number_empl",650,"laucode"
"1463","men",2016,"number_empl",710,"laucode"
"1463","men",2017,"number_empl",690,"laucode"
"1463","men",2018,"number_empl",710,"laucode"
"1463","men",2019,"number_empl",740,"laucode"
"1463","men",2020,"number_empl",800,"laucode"
"1463","men",2021,"number_empl",790,"laucode"
"1463","men",2022,"number_empl",800,"laucode"
"1463","men",2023,"number_empl",810,"laucode"
"1463","men",2024,"number_empl",760,"laucode"
"1463","women",2007,"average_salary",20700,"laucode"
"1463","women",2008,"average_salary",22200,"laucode"
"1463","women",2009,"average_salary",23300,"laucode"
"1463","women",2010,"average_salary",23800,"laucode"
"1463","women",2011,"average_salary",24400,"laucode"
"1463","women",2012,"average_salary",24600,"laucode"
"1463","women",2013,"average_salary",25400,"laucode"
"1463","women",2014,"average_salary",26100,"laucode"
"1463","women",2015,"average_salary",26800,"laucode"
"1463","women",2016,"average_salary",27800,"laucode"
"1463","women",2017,"average_salary",28300,"laucode"
"1463","women",2018,"average_salary",29300,"laucode"
"1463","women",2019,"average_salary",30100,"laucode"
"1463","women",2020,"average_salary",31200,"laucode"
"1463","women",2021,"average_salary",32000,"laucode"
"1463","women",2022,"average_salary",32500,"laucode"
"1463","women",2023,"average_salary",33800,"laucode"
"1463","women",2024,"average_salary",35200,"laucode"
"1463","women",2007,"number_empl",2800,"laucode"
"1463","women",2008,"number_empl",2700,"laucode"
"1463","women",2009,"number_empl",2600,"laucode"
"1463","women",2010,"number_empl",2700,"laucode"
"1463","women",2011,"number_empl",2600,"laucode"
"1463","women",2012,"number_empl",2600,"laucode"
"1463","women",2013,"number_empl",2600,"laucode"
"1463","women",2014,"number_empl",2700,"laucode"
"1463","women",2015,"number_empl",2700,"laucode"
"1463","women",2016,"number_empl",2800,"laucode"
"1463","women",2017,"number_empl",2800,"laucode"
"1463","women",2018,"number_empl",2800,"laucode"
"1463","women",2019,"number_empl",2800,"laucode"
"1463","women",2020,"number_empl",2900,"laucode"
"1463","women",2021,"number_empl",2900,"laucode"
"1463","women",2022,"number_empl",2900,"laucode"
"1463","women",2023,"number_empl",2900,"laucode"
"1463","women",2024,"number_empl",2800,"laucode"
"1463","total",2007,"average_salary",21200,"laucode"
"1463","total",2008,"average_salary",22600,"laucode"
"1463","total",2009,"average_salary",23600,"laucode"
"1463","total",2010,"average_salary",24100,"laucode"
"1463","total",2011,"average_salary",24700,"laucode"
"1463","total",2012,"average_salary",24900,"laucode"
"1463","total",2013,"average_salary",25700,"laucode"
"1463","total",2014,"average_salary",26300,"laucode"
"1463","total",2015,"average_salary",27000,"laucode"
"1463","total",2016,"average_salary",28000,"laucode"
"1463","total",2017,"average_salary",28600,"laucode"
"1463","total",2018,"average_salary",29500,"laucode"
"1463","total",2019,"average_salary",30200,"laucode"
"1463","total",2020,"average_salary",31200,"laucode"
"1463","total",2021,"average_salary",32100,"laucode"
"1463","total",2022,"average_salary",32600,"laucode"
"1463","total",2023,"average_salary",33800,"laucode"
"1463","total",2024,"average_salary",35300,"laucode"
"1463","total",2007,"number_empl",3400,"laucode"
"1463","total",2008,"number_empl",3400,"laucode"
"1463","total",2009,"number_empl",3200,"laucode"
"1463","total",2010,"number_empl",3300,"laucode"
"1463","total",2011,"number_empl",3200,"laucode"
"1463","total",2012,"number_empl",3100,"laucode"
"1463","total",2013,"number_empl",3200,"laucode"
"1463","total",2014,"number_empl",3300,"laucode"
"1463","total",2015,"number_empl",3400,"laucode"
"1463","total",2016,"number_empl",3500,"laucode"
"1463","total",2017,"number_empl",3500,"laucode"
"1463","total",2018,"number_empl",3500,"laucode"
"1463","total",2019,"number_empl",3600,"laucode"
"1463","total",2020,"number_empl",3700,"laucode"
"1463","total",2021,"number_empl",3600,"laucode"
"1463","total",2022,"number_empl",3700,"laucode"
"1463","total",2023,"number_empl",3700,"laucode"
"1463","total",2024,"number_empl",3600,"laucode"
"767","men",2007,"average_salary",25400,"laucode"
"767","men",2008,"average_salary",26300,"laucode"
"767","men",2009,"average_salary",26400,"laucode"
"767","men",2010,"average_salary",26900,"laucode"
"767","men",2011,"average_salary",27400,"laucode"
"767","men",2012,"average_salary",28700,"laucode"
"767","men",2013,"average_salary",29400,"laucode"
"767","men",2014,"average_salary",30200,"laucode"
"767","men",2015,"average_salary",30900,"laucode"
"767","men",2016,"average_salary",31000,"laucode"
"767","men",2017,"average_salary",31900,"laucode"
"767","men",2018,"average_salary",32700,"laucode"
"767","men",2019,"average_salary",33500,"laucode"
"767","men",2020,"average_salary",34000,"laucode"
"767","men",2021,"average_salary",34700,"laucode"
"767","men",2022,"average_salary",35400,"laucode"
"767","men",2023,"average_salary",36000,"laucode"
"767","men",2024,"average_salary",37000,"laucode"
"767","men",2007,"number_empl",150,"laucode"
"767","men",2008,"number_empl",150,"laucode"
"767","men",2009,"number_empl",150,"laucode"
"767","men",2010,"number_empl",150,"laucode"
"767","men",2011,"number_empl",150,"laucode"
"767","men",2012,"number_empl",150,"laucode"
"767","men",2013,"number_empl",160,"laucode"
"767","men",2014,"number_empl",170,"laucode"
"767","men",2015,"number_empl",180,"laucode"
"767","men",2016,"number_empl",200,"laucode"
"767","men",2017,"number_empl",210,"laucode"
"767","men",2018,"number_empl",200,"laucode"
"767","men",2019,"number_empl",210,"laucode"
"767","men",2020,"number_empl",210,"laucode"
"767","men",2021,"number_empl",230,"laucode"
"767","men",2022,"number_empl",210,"laucode"
"767","men",2023,"number_empl",230,"laucode"
"767","men",2024,"number_empl",230,"laucode"
"767","women",2007,"average_salary",21200,"laucode"
"767","women",2008,"average_salary",22800,"laucode"
"767","women",2009,"average_salary",23700,"laucode"
"767","women",2010,"average_salary",23900,"laucode"
"767","women",2011,"average_salary",24600,"laucode"
"767","women",2012,"average_salary",25000,"laucode"
"767","women",2013,"average_salary",26100,"laucode"
"767","women",2014,"average_salary",27000,"laucode"
"767","women",2015,"average_salary",27600,"laucode"
"767","women",2016,"average_salary",28500,"laucode"
"767","women",2017,"average_salary",29200,"laucode"
"767","women",2018,"average_salary",30100,"laucode"
"767","women",2019,"average_salary",30800,"laucode"
"767","women",2020,"average_salary",31800,"laucode"
"767","women",2021,"average_salary",32600,"laucode"
"767","women",2022,"average_salary",33300,"laucode"
"767","women",2023,"average_salary",34500,"laucode"
"767","women",2024,"average_salary",35600,"laucode"
"767","women",2007,"number_empl",740,"laucode"
"767","women",2008,"number_empl",740,"laucode"
"767","women",2009,"number_empl",740,"laucode"
"767","women",2010,"number_empl",760,"laucode"
"767","women",2011,"number_empl",780,"laucode"
"767","women",2012,"number_empl",780,"laucode"
"767","women",2013,"number_empl",750,"laucode"
"767","women",2014,"number_empl",770,"laucode"
"767","women",2015,"number_empl",780,"laucode"
"767","women",2016,"number_empl",830,"laucode"
"767","women",2017,"number_empl",850,"laucode"
"767","women",2018,"number_empl",870,"laucode"
"767","women",2019,"number_empl",870,"laucode"
"767","women",2020,"number_empl",880,"laucode"
"767","women",2021,"number_empl",900,"laucode"
"767","women",2022,"number_empl",910,"laucode"
"767","women",2023,"number_empl",910,"laucode"
"767","women",2024,"number_empl",940,"laucode"
"767","total",2007,"average_salary",21900,"laucode"
"767","total",2008,"average_salary",23400,"laucode"
"767","total",2009,"average_salary",24100,"laucode"
"767","total",2010,"average_salary",24400,"laucode"
"767","total",2011,"average_salary",25100,"laucode"
"767","total",2012,"average_salary",25600,"laucode"
"767","total",2013,"average_salary",26600,"laucode"
"767","total",2014,"average_salary",27500,"laucode"
"767","total",2015,"average_salary",28200,"laucode"
"767","total",2016,"average_salary",28900,"laucode"
"767","total",2017,"average_salary",29700,"laucode"
"767","total",2018,"average_salary",30600,"laucode"
"767","total",2019,"average_salary",31400,"laucode"
"767","total",2020,"average_salary",32200,"laucode"
"767","total",2021,"average_salary",33100,"laucode"
"767","total",2022,"average_salary",33700,"laucode"
"767","total",2023,"average_salary",34800,"laucode"
"767","total",2024,"average_salary",35900,"laucode"
"767","total",2007,"number_empl",900,"laucode"
"767","total",2008,"number_empl",900,"laucode"
"767","total",2009,"number_empl",890,"laucode"
"767","total",2010,"number_empl",920,"laucode"
"767","total",2011,"number_empl",930,"laucode"
"767","total",2012,"number_empl",920,"laucode"
"767","total",2013,"number_empl",910,"laucode"
"767","total",2014,"number_empl",940,"laucode"
"767","total",2015,"number_empl",960,"laucode"
"767","total",2016,"number_empl",1000,"laucode"
"767","total",2017,"number_empl",1100,"laucode"
"767","total",2018,"number_empl",1100,"laucode"
"767","total",2019,"number_empl",1100,"laucode"
"767","total",2020,"number_empl",1100,"laucode"
"767","total",2021,"number_empl",1100,"laucode"
"767","total",2022,"number_empl",1100,"laucode"
"767","total",2023,"number_empl",1100,"laucode"
"767","total",2024,"number_empl",1200,"laucode"
"1461","men",2007,"average_salary",25400,"laucode"
"1461","men",2008,"average_salary",25800,"laucode"
"1461","men",2009,"average_salary",26800,"laucode"
"1461","men",2010,"average_salary",25100,"laucode"
"1461","men",2011,"average_salary",26500,"laucode"
"1461","men",2012,"average_salary",27300,"laucode"
"1461","men",2013,"average_salary",27400,"laucode"
"1461","men",2014,"average_salary",27600,"laucode"
"1461","men",2015,"average_salary",28400,"laucode"
"1461","men",2016,"average_salary",29200,"laucode"
"1461","men",2017,"average_salary",29600,"laucode"
"1461","men",2018,"average_salary",29900,"laucode"
"1461","men",2019,"average_salary",30500,"laucode"
"1461","men",2020,"average_salary",30800,"laucode"
"1461","men",2021,"average_salary",31500,"laucode"
"1461","men",2022,"average_salary",32700,"laucode"
"1461","men",2023,"average_salary",33900,"laucode"
"1461","men",2024,"average_salary",35000,"laucode"
"1461","men",2007,"number_empl",130,"laucode"
"1461","men",2008,"number_empl",140,"laucode"
"1461","men",2009,"number_empl",150,"laucode"
"1461","men",2010,"number_empl",170,"laucode"
"1461","men",2011,"number_empl",160,"laucode"
"1461","men",2012,"number_empl",160,"laucode"
"1461","men",2013,"number_empl",170,"laucode"
"1461","men",2014,"number_empl",190,"laucode"
"1461","men",2015,"number_empl",190,"laucode"
"1461","men",2016,"number_empl",210,"laucode"
"1461","men",2017,"number_empl",210,"laucode"
"1461","men",2018,"number_empl",230,"laucode"
"1461","men",2019,"number_empl",230,"laucode"
"1461","men",2020,"number_empl",250,"laucode"
"1461","men",2021,"number_empl",250,"laucode"
"1461","men",2022,"number_empl",250,"laucode"
"1461","men",2023,"number_empl",250,"laucode"
"1461","men",2024,"number_empl",250,"laucode"
"1461","women",2007,"average_salary",20900,"laucode"
"1461","women",2008,"average_salary",22500,"laucode"
"1461","women",2009,"average_salary",23500,"laucode"
"1461","women",2010,"average_salary",23500,"laucode"
"1461","women",2011,"average_salary",24300,"laucode"
"1461","women",2012,"average_salary",25100,"laucode"
"1461","women",2013,"average_salary",25400,"laucode"
"1461","women",2014,"average_salary",26000,"laucode"
"1461","women",2015,"average_salary",26900,"laucode"
"1461","women",2016,"average_salary",27900,"laucode"
"1461","women",2017,"average_salary",29000,"laucode"
"1461","women",2018,"average_salary",29900,"laucode"
"1461","women",2019,"average_salary",30800,"laucode"
"1461","women",2020,"average_salary",31200,"laucode"
"1461","women",2021,"average_salary",32100,"laucode"
"1461","women",2022,"average_salary",32600,"laucode"
"1461","women",2023,"average_salary",33800,"laucode"
"1461","women",2024,"average_salary",35000,"laucode"
"1461","women",2007,"number_empl",860,"laucode"
"1461","women",2008,"number_empl",860,"laucode"
"1461","women",2009,"number_empl",860,"laucode"
"1461","women",2010,"number_empl",840,"laucode"
"1461","women",2011,"number_empl",840,"laucode"
"1461","women",2012,"number_empl",850,"laucode"
"1461","women",2013,"number_empl",840,"laucode"
"1461","women",2014,"number_empl",870,"laucode"
"1461","women",2015,"number_empl",890,"laucode"
"1461","women",2016,"number_empl",940,"laucode"
"1461","women",2017,"number_empl",910,"laucode"
"1461","women",2018,"number_empl",950,"laucode"
"1461","women",2019,"number_empl",890,"laucode"
"1461","women",2020,"number_empl",900,"laucode"
"1461","women",2021,"number_empl",860,"laucode"
"1461","women",2022,"number_empl",860,"laucode"
"1461","women",2023,"number_empl",870,"laucode"
"1461","women",2024,"number_empl",850,"laucode"
"1461","total",2007,"average_salary",21500,"laucode"
"1461","total",2008,"average_salary",22900,"laucode"
"1461","total",2009,"average_salary",24000,"laucode"
"1461","total",2010,"average_salary",23800,"laucode"
"1461","total",2011,"average_salary",24600,"laucode"
"1461","total",2012,"average_salary",25400,"laucode"
"1461","total",2013,"average_salary",25700,"laucode"
"1461","total",2014,"average_salary",26300,"laucode"
"1461","total",2015,"average_salary",27200,"laucode"
"1461","total",2016,"average_salary",28100,"laucode"
"1461","total",2017,"average_salary",29100,"laucode"
"1461","total",2018,"average_salary",29900,"laucode"
"1461","total",2019,"average_salary",30800,"laucode"
"1461","total",2020,"average_salary",31100,"laucode"
"1461","total",2021,"average_salary",31900,"laucode"
"1461","total",2022,"average_salary",32600,"laucode"
"1461","total",2023,"average_salary",33800,"laucode"
"1461","total",2024,"average_salary",35000,"laucode"
"1461","total",2007,"number_empl",990,"laucode"
"1461","total",2008,"number_empl",1000,"laucode"
"1461","total",2009,"number_empl",1000,"laucode"
"1461","total",2010,"number_empl",1000,"laucode"
"1461","total",2011,"number_empl",1000,"laucode"
"1461","total",2012,"number_empl",1000,"laucode"
"1461","total",2013,"number_empl",1000,"laucode"
"1461","total",2014,"number_empl",1100,"laucode"
"1461","total",2015,"number_empl",1100,"laucode"
"1461","total",2016,"number_empl",1100,"laucode"
"1461","total",2017,"number_empl",1100,"laucode"
"1461","total",2018,"number_empl",1200,"laucode"
"1461","total",2019,"number_empl",1100,"laucode"
"1461","total",2020,"number_empl",1100,"laucode"
"1461","total",2021,"number_empl",1100,"laucode"
"1461","total",2022,"number_empl",1100,"laucode"
"1461","total",2023,"number_empl",1100,"laucode"
"1461","total",2024,"number_empl",1100,"laucode"
"586","men",2007,"average_salary",23500,"laucode"
"586","men",2008,"average_salary",24700,"laucode"
"586","men",2009,"average_salary",25300,"laucode"
"586","men",2010,"average_salary",26100,"laucode"
"586","men",2011,"average_salary",26300,"laucode"
"586","men",2012,"average_salary",26700,"laucode"
"586","men",2013,"average_salary",27700,"laucode"
"586","men",2014,"average_salary",28700,"laucode"
"586","men",2015,"average_salary",29300,"laucode"
"586","men",2016,"average_salary",30200,"laucode"
"586","men",2017,"average_salary",31000,"laucode"
"586","men",2018,"average_salary",31800,"laucode"
"586","men",2019,"average_salary",32700,"laucode"
"586","men",2020,"average_salary",33500,"laucode"
"586","men",2021,"average_salary",33800,"laucode"
"586","men",2022,"average_salary",34500,"laucode"
"586","men",2023,"average_salary",35100,"laucode"
"586","men",2024,"average_salary",36000,"laucode"
"586","men",2007,"number_empl",520,"laucode"
"586","men",2008,"number_empl",510,"laucode"
"586","men",2009,"number_empl",520,"laucode"
"586","men",2010,"number_empl",500,"laucode"
"586","men",2011,"number_empl",520,"laucode"
"586","men",2012,"number_empl",530,"laucode"
"586","men",2013,"number_empl",530,"laucode"
"586","men",2014,"number_empl",500,"laucode"
"586","men",2015,"number_empl",520,"laucode"
"586","men",2016,"number_empl",560,"laucode"
"586","men",2017,"number_empl",610,"laucode"
"586","men",2018,"number_empl",580,"laucode"
"586","men",2019,"number_empl",590,"laucode"
"586","men",2020,"number_empl",580,"laucode"
"586","men",2021,"number_empl",620,"laucode"
"586","men",2022,"number_empl",620,"laucode"
"586","men",2023,"number_empl",640,"laucode"
"586","men",2024,"number_empl",620,"laucode"
"586","women",2007,"average_salary",21100,"laucode"
"586","women",2008,"average_salary",22500,"laucode"
"586","women",2009,"average_salary",23100,"laucode"
"586","women",2010,"average_salary",23900,"laucode"
"586","women",2011,"average_salary",24500,"laucode"
"586","women",2012,"average_salary",24900,"laucode"
"586","women",2013,"average_salary",25600,"laucode"
"586","women",2014,"average_salary",26200,"laucode"
"586","women",2015,"average_salary",27000,"laucode"
"586","women",2016,"average_salary",27800,"laucode"
"586","women",2017,"average_salary",28600,"laucode"
"586","women",2018,"average_salary",29400,"laucode"
"586","women",2019,"average_salary",30400,"laucode"
"586","women",2020,"average_salary",31300,"laucode"
"586","women",2021,"average_salary",32100,"laucode"
"586","women",2022,"average_salary",32700,"laucode"
"586","women",2023,"average_salary",34000,"laucode"
"586","women",2024,"average_salary",35500,"laucode"
"586","women",2007,"number_empl",1900,"laucode"
"586","women",2008,"number_empl",1900,"laucode"
"586","women",2009,"number_empl",2000,"laucode"
"586","women",2010,"number_empl",2000,"laucode"
"586","women",2011,"number_empl",2000,"laucode"
"586","women",2012,"number_empl",2000,"laucode"
"586","women",2013,"number_empl",2000,"laucode"
"586","women",2014,"number_empl",2000,"laucode"
"586","women",2015,"number_empl",1900,"laucode"
"586","women",2016,"number_empl",2000,"laucode"
"586","women",2017,"number_empl",2000,"laucode"
"586","women",2018,"number_empl",2000,"laucode"
"586","women",2019,"number_empl",2000,"laucode"
"586","women",2020,"number_empl",1900,"laucode"
"586","women",2021,"number_empl",2000,"laucode"
"586","women",2022,"number_empl",2000,"laucode"
"586","women",2023,"number_empl",2100,"laucode"
"586","women",2024,"number_empl",2000,"laucode"
"586","total",2007,"average_salary",21600,"laucode"
"586","total",2008,"average_salary",23000,"laucode"
"586","total",2009,"average_salary",23500,"laucode"
"586","total",2010,"average_salary",24300,"laucode"
"586","total",2011,"average_salary",24900,"laucode"
"586","total",2012,"average_salary",25300,"laucode"
"586","total",2013,"average_salary",26100,"laucode"
"586","total",2014,"average_salary",26700,"laucode"
"586","total",2015,"average_salary",27500,"laucode"
"586","total",2016,"average_salary",28400,"laucode"
"586","total",2017,"average_salary",29200,"laucode"
"586","total",2018,"average_salary",30000,"laucode"
"586","total",2019,"average_salary",30900,"laucode"
"586","total",2020,"average_salary",31800,"laucode"
"586","total",2021,"average_salary",32500,"laucode"
"586","total",2022,"average_salary",33100,"laucode"
"586","total",2023,"average_salary",34300,"laucode"
"586","total",2024,"average_salary",35600,"laucode"
"586","total",2007,"number_empl",2400,"laucode"
"586","total",2008,"number_empl",2400,"laucode"
"586","total",2009,"number_empl",2500,"laucode"
"586","total",2010,"number_empl",2500,"laucode"
"586","total",2011,"number_empl",2500,"laucode"
"586","total",2012,"number_empl",2500,"laucode"
"586","total",2013,"number_empl",2500,"laucode"
"586","total",2014,"number_empl",2500,"laucode"
"586","total",2015,"number_empl",2400,"laucode"
"586","total",2016,"number_empl",2500,"laucode"
"586","total",2017,"number_empl",2600,"laucode"
"586","total",2018,"number_empl",2600,"laucode"
"586","total",2019,"number_empl",2600,"laucode"
"586","total",2020,"number_empl",2500,"laucode"
"586","total",2021,"number_empl",2600,"laucode"
"586","total",2022,"number_empl",2700,"laucode"
"586","total",2023,"number_empl",2700,"laucode"
"586","total",2024,"number_empl",2700,"laucode"
"1481","men",2007,"average_salary",23700,"laucode"
"1481","men",2008,"average_salary",24900,"laucode"
"1481","men",2009,"average_salary",25600,"laucode"
"1481","men",2010,"average_salary",25700,"laucode"
"1481","men",2011,"average_salary",26000,"laucode"
"1481","men",2012,"average_salary",27000,"laucode"
"1481","men",2013,"average_salary",27200,"laucode"
"1481","men",2014,"average_salary",28100,"laucode"
"1481","men",2015,"average_salary",28700,"laucode"
"1481","men",2016,"average_salary",29700,"laucode"
"1481","men",2017,"average_salary",30600,"laucode"
"1481","men",2018,"average_salary",31300,"laucode"
"1481","men",2019,"average_salary",32100,"laucode"
"1481","men",2020,"average_salary",32500,"laucode"
"1481","men",2021,"average_salary",33400,"laucode"
"1481","men",2022,"average_salary",34600,"laucode"
"1481","men",2023,"average_salary",35800,"laucode"
"1481","men",2024,"average_salary",36800,"laucode"
"1481","men",2007,"number_empl",990,"laucode"
"1481","men",2008,"number_empl",1000,"laucode"
"1481","men",2009,"number_empl",980,"laucode"
"1481","men",2010,"number_empl",1000,"laucode"
"1481","men",2011,"number_empl",1100,"laucode"
"1481","men",2012,"number_empl",1100,"laucode"
"1481","men",2013,"number_empl",1100,"laucode"
"1481","men",2014,"number_empl",1100,"laucode"
"1481","men",2015,"number_empl",1100,"laucode"
"1481","men",2016,"number_empl",1200,"laucode"
"1481","men",2017,"number_empl",1200,"laucode"
"1481","men",2018,"number_empl",1200,"laucode"
"1481","men",2019,"number_empl",1200,"laucode"
"1481","men",2020,"number_empl",1300,"laucode"
"1481","men",2021,"number_empl",1300,"laucode"
"1481","men",2022,"number_empl",1300,"laucode"
"1481","men",2023,"number_empl",1400,"laucode"
"1481","men",2024,"number_empl",1400,"laucode"
"1481","women",2007,"average_salary",21700,"laucode"
"1481","women",2008,"average_salary",23100,"laucode"
"1481","women",2009,"average_salary",24100,"laucode"
"1481","women",2010,"average_salary",24500,"laucode"
"1481","women",2011,"average_salary",25000,"laucode"
"1481","women",2012,"average_salary",25700,"laucode"
"1481","women",2013,"average_salary",26300,"laucode"
"1481","women",2014,"average_salary",27100,"laucode"
"1481","women",2015,"average_salary",27900,"laucode"
"1481","women",2016,"average_salary",29100,"laucode"
"1481","women",2017,"average_salary",30300,"laucode"
"1481","women",2018,"average_salary",31100,"laucode"
"1481","women",2019,"average_salary",32200,"laucode"
"1481","women",2020,"average_salary",32900,"laucode"
"1481","women",2021,"average_salary",33800,"laucode"
"1481","women",2022,"average_salary",34700,"laucode"
"1481","women",2023,"average_salary",36100,"laucode"
"1481","women",2024,"average_salary",37300,"laucode"
"1481","women",2007,"number_empl",4200,"laucode"
"1481","women",2008,"number_empl",4200,"laucode"
"1481","women",2009,"number_empl",4000,"laucode"
"1481","women",2010,"number_empl",4100,"laucode"
"1481","women",2011,"number_empl",4000,"laucode"
"1481","women",2012,"number_empl",4000,"laucode"
"1481","women",2013,"number_empl",4000,"laucode"
"1481","women",2014,"number_empl",4100,"laucode"
"1481","women",2015,"number_empl",4000,"laucode"
"1481","women",2016,"number_empl",4100,"laucode"
"1481","women",2017,"number_empl",4100,"laucode"
"1481","women",2018,"number_empl",4000,"laucode"
"1481","women",2019,"number_empl",4000,"laucode"
"1481","women",2020,"number_empl",4100,"laucode"
"1481","women",2021,"number_empl",4200,"laucode"
"1481","women",2022,"number_empl",4200,"laucode"
"1481","women",2023,"number_empl",4200,"laucode"
"1481","women",2024,"number_empl",4100,"laucode"
"1481","total",2007,"average_salary",22100,"laucode"
"1481","total",2008,"average_salary",23400,"laucode"
"1481","total",2009,"average_salary",24400,"laucode"
"1481","total",2010,"average_salary",24700,"laucode"
"1481","total",2011,"average_salary",25200,"laucode"
"1481","total",2012,"average_salary",26000,"laucode"
"1481","total",2013,"average_salary",26500,"laucode"
"1481","total",2014,"average_salary",27300,"laucode"
"1481","total",2015,"average_salary",28100,"laucode"
"1481","total",2016,"average_salary",29200,"laucode"
"1481","total",2017,"average_salary",30300,"laucode"
"1481","total",2018,"average_salary",31200,"laucode"
"1481","total",2019,"average_salary",32200,"laucode"
"1481","total",2020,"average_salary",32800,"laucode"
"1481","total",2021,"average_salary",33700,"laucode"
"1481","total",2022,"average_salary",34700,"laucode"
"1481","total",2023,"average_salary",36100,"laucode"
"1481","total",2024,"average_salary",37200,"laucode"
"1481","total",2007,"number_empl",5200,"laucode"
"1481","total",2008,"number_empl",5200,"laucode"
"1481","total",2009,"number_empl",5000,"laucode"
"1481","total",2010,"number_empl",5100,"laucode"
"1481","total",2011,"number_empl",5100,"laucode"
"1481","total",2012,"number_empl",5000,"laucode"
"1481","total",2013,"number_empl",5100,"laucode"
"1481","total",2014,"number_empl",5200,"laucode"
"1481","total",2015,"number_empl",5100,"laucode"
"1481","total",2016,"number_empl",5300,"laucode"
"1481","total",2017,"number_empl",5300,"laucode"
"1481","total",2018,"number_empl",5200,"laucode"
"1481","total",2019,"number_empl",5200,"laucode"
"1481","total",2020,"number_empl",5400,"laucode"
"1481","total",2021,"number_empl",5500,"laucode"
"1481","total",2022,"number_empl",5600,"laucode"
"1481","total",2023,"number_empl",5600,"laucode"
"1481","total",2024,"number_empl",5500,"laucode"
"861","men",2007,"average_salary",23000,"laucode"
"861","men",2008,"average_salary",24000,"laucode"
"861","men",2009,"average_salary",25000,"laucode"
"861","men",2010,"average_salary",25300,"laucode"
"861","men",2011,"average_salary",26500,"laucode"
"861","men",2012,"average_salary",26600,"laucode"
"861","men",2013,"average_salary",27900,"laucode"
"861","men",2014,"average_salary",28500,"laucode"
"861","men",2015,"average_salary",29500,"laucode"
"861","men",2016,"average_salary",30400,"laucode"
"861","men",2017,"average_salary",31000,"laucode"
"861","men",2018,"average_salary",30800,"laucode"
"861","men",2019,"average_salary",31400,"laucode"
"861","men",2020,"average_salary",32000,"laucode"
"861","men",2021,"average_salary",33100,"laucode"
"861","men",2022,"average_salary",33600,"laucode"
"861","men",2023,"average_salary",34400,"laucode"
"861","men",2024,"average_salary",35500,"laucode"
"861","men",2007,"number_empl",200,"laucode"
"861","men",2008,"number_empl",200,"laucode"
"861","men",2009,"number_empl",190,"laucode"
"861","men",2010,"number_empl",210,"laucode"
"861","men",2011,"number_empl",190,"laucode"
"861","men",2012,"number_empl",180,"laucode"
"861","men",2013,"number_empl",190,"laucode"
"861","men",2014,"number_empl",200,"laucode"
"861","men",2015,"number_empl",210,"laucode"
"861","men",2016,"number_empl",240,"laucode"
"861","men",2017,"number_empl",260,"laucode"
"861","men",2018,"number_empl",270,"laucode"
"861","men",2019,"number_empl",290,"laucode"
"861","men",2020,"number_empl",300,"laucode"
"861","men",2021,"number_empl",290,"laucode"
"861","men",2022,"number_empl",290,"laucode"
"861","men",2023,"number_empl",300,"laucode"
"861","men",2024,"number_empl",300,"laucode"
"861","women",2007,"average_salary",21000,"laucode"
"861","women",2008,"average_salary",22400,"laucode"
"861","women",2009,"average_salary",23400,"laucode"
"861","women",2010,"average_salary",23900,"laucode"
"861","women",2011,"average_salary",24500,"laucode"
"861","women",2012,"average_salary",25000,"laucode"
"861","women",2013,"average_salary",25700,"laucode"
"861","women",2014,"average_salary",26600,"laucode"
"861","women",2015,"average_salary",27300,"laucode"
"861","women",2016,"average_salary",28300,"laucode"
"861","women",2017,"average_salary",28900,"laucode"
"861","women",2018,"average_salary",29800,"laucode"
"861","women",2019,"average_salary",30600,"laucode"
"861","women",2020,"average_salary",31700,"laucode"
"861","women",2021,"average_salary",32700,"laucode"
"861","women",2022,"average_salary",33300,"laucode"
"861","women",2023,"average_salary",34400,"laucode"
"861","women",2024,"average_salary",35500,"laucode"
"861","women",2007,"number_empl",1000,"laucode"
"861","women",2008,"number_empl",1000,"laucode"
"861","women",2009,"number_empl",1000,"laucode"
"861","women",2010,"number_empl",1000,"laucode"
"861","women",2011,"number_empl",1000,"laucode"
"861","women",2012,"number_empl",1000,"laucode"
"861","women",2013,"number_empl",1100,"laucode"
"861","women",2014,"number_empl",1100,"laucode"
"861","women",2015,"number_empl",1100,"laucode"
"861","women",2016,"number_empl",1200,"laucode"
"861","women",2017,"number_empl",1200,"laucode"
"861","women",2018,"number_empl",1200,"laucode"
